"","title","link","guid","atom.link","media.content","media.description","media.credit","description","dc.creator","pubDate","category","category.1","category.2","category.3","category.4","category.5","category.6","category.7","category.8","category.9","category.10","category.11","category.12","category.13","category.14","category.15","category.16","category.17","category.18"
"663","Suspected Cases of Ebola Rise to 29 in Democratic Republic of Congo","https://www.nytimes.com/2017/05/18/world/africa/ebola-outbreak-congo-virus.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/18/world/africa/ebola-outbreak-congo-virus.html","#NA","#NA","Medical workers treating a patient suspected of having Ebola in the Democratic Republic of Congo in 2007.","Ascale Zinten/Doctors Without Borders, via Agence France-Presse — Getty Images","Aid workers are trying to reach a remote part of the country, where there have been three deaths from the virus.","DENISE GRADY","Thu, 18 May 2017 18:11:43 GMT","Ebola Virus","Vaccination and Immunization","World Health Organization","Rollin, Pierre E","Congo, Democratic Republic of (Congo-Kinshasa)","Central African Republic","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"664","The Health Issue: Why Close Encounters With Animals Soothe Us","https://www.nytimes.com/2017/05/18/magazine/why-close-encounters-with-animals-soothe-us.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/18/magazine/why-close-encounters-with-animals-soothe-us.html","#NA","#NA","Zoie Brogdon, Age 12“I tried soccer, which I hated. I tried track, and there was just mean people. I tried tennis, same thing, mean people. With horses, there still are mean people, but I don’t care. Because I have my horse right next to me.”","Ilona Szwarc for The New York Times","Compton Jr. Posse in Los Angeles, which brings inner-city children and horses together, reveals the therapeutic power of communing with fellow sentient beings.","Photographs by ILONA SZWARC and TEXT BY CHARLES SIEBERT","Thu, 18 May 2017 09:00:26 GMT","Horses","Therapy and Rehabilitation","Los Angeles (Calif)","Compton Jr. Posse","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"665","The Health Issue: The Self-Medicating Animal","https://www.nytimes.com/2017/05/18/magazine/the-self-medicating-animal.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/18/magazine/the-self-medicating-animal.html","#NA","#NA","#NA","Illustration by Kelsey Dake","What can we learn from chimps and sheep and maybe even insects that practice medicine on themselves?","MOISES VELASQUEZ-MANOFF","Thu, 18 May 2017 09:00:26 GMT","Monkeys and Apes","Sheep","Antibiotics","Medicine and Health","Michael Huffman","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"666","The Health Issue: When the Lab Rat Is a Snake","https://www.nytimes.com/2017/05/17/magazine/when-the-lab-rat-is-a-snake.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/17/magazine/when-the-lab-rat-is-a-snake.html","#NA","#NA","Burmese python.","Robert Clark for The New York Times","Why Burmese pythons may be the best way to study diabetes, heart disease and the protective effects of gastric-bypass surgery in humans.","DANIEL ENGBER","Wed, 17 May 2017 09:00:19 GMT","Burmese python","Diabetes","Broad Institute","Amit Choudhary","Snakes","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"667","Wounded Troops Discharged for Misconduct Often Had PTSD or T.B.I.","https://www.nytimes.com/2017/05/16/us/military-misconduct-ptsd.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/16/us/military-misconduct-ptsd.html","#NA","#NA","An American soldier in an armored vehicle in the village of Darbasiyah, Syria, last month.","Associated Press","The Government Accountability Office found that thousands of soldiers were ousted, and cut off from benefits, despite diagnoses of traumatic brain injury or mental disorders.","DAVE PHILIPPS","Wed, 17 May 2017 01:16:32 GMT","Veterans","Traumatic Brain Injury","United States Defense and Military Forces","Post-Traumatic Stress Disorder","Mental Health and Disorders","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"668","Jerry Canterbury, Whose Paralysis Led to Informed Consent Laws, Is Dead at 78","https://www.nytimes.com/2017/05/16/us/jerry-canterbury-medical-consent-paralysis.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/16/us/jerry-canterbury-medical-consent-paralysis.html","#NA","#NA","Jerry Canterbury with a photograph of J. Edgar Hoover. Mr. Canterbury worked at the F.B.I. as a clerk in the late 1950s.","#NA","A surgery left Mr. Canterbury partly paralyzed at 19 led to a ruling that transformed how doctors deal with patients in evaluating the risks of treatment.","SAM ROBERTS","Wed, 17 May 2017 00:25:28 GMT","Canterbury, Jerry (1939-2017)","Deaths (Obituaries)","Surgery and Surgeons","Ethics and Official Misconduct","Paralysis","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"669","The Health Issue: The Mystery of the Wasting House-Cats","https://www.nytimes.com/2017/05/16/magazine/the-mystery-of-the-wasting-house-cats.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/16/magazine/the-mystery-of-the-wasting-house-cats.html","#NA","#NA","#NA","Mark Peckmezian for The New York Times","Forty years ago, feline hyperthyroidism was virtually nonexistent. Now it’s an epidemic — and some scientists think a class of everyday chemicals might be to blame.","EMILY ANTHES","Tue, 16 May 2017 09:00:22 GMT","Cats","Animals","Hazardous and Toxic Substances","Thyroid Cancer","Tumors","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"670","The Health Issue: What Animals Taught Me About Being Human","https://www.nytimes.com/2017/05/16/magazine/what-animals-taught-me-about-being-human.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/16/magazine/what-animals-taught-me-about-being-human.html","#NA","#NA","A family photograph of the writer with house sparrows in 1979.","Alisdair Macdonald","Surrounding myself with animals to feel less alone was a mistake: The greatest comfort is in knowing their lives are not about us at all.","HELEN MACDONALD","Tue, 16 May 2017 09:00:02 GMT","Animals","Hawks (Birds)","Philosophy","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"671","The Health Issue: The Genetics of Pooched-Out Pooches","https://www.nytimes.com/2017/05/16/magazine/the-genetics-of-pooched-out-pooches.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/16/magazine/the-genetics-of-pooched-out-pooches.html","#NA","#NA","#NA","Photo illustration by Catherine Ledner for the New York Times. Prop stylist: Jeanne Kelley.","A mutation in some obesity-prone dog breeds might reveal new risk factors for obesity in humans — and perhaps give rise to new drugs.","ROXANNE KHAMSI","Tue, 16 May 2017 09:00:02 GMT","Obesity","Genetics and Heredity","Dogs","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"672","Under Fire, Climate Scientists Unite With Lawyers to Fight Back","https://www.nytimes.com/2017/05/15/science/under-fire-climate-scientists-unite-with-lawyers-to-fight-back.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/15/science/under-fire-climate-scientists-unite-with-lawyers-to-fight-back.html","#NA","#NA","Lauren Kurtz, executive director of the Climate Science Legal Defense Fund, and Joshua Wolfe, a founder. President Trump’s election has provided a boost to the fund, Mr. Wolfe said.","Karsten Moran for The New York Times","Lawyers are building networks to respond to attempts to subvert research and threaten scientists in government and academia.","JOHN SCHWARTZ","Mon, 15 May 2017 21:14:03 GMT","Global Warming","Mann, Michael E","Trump, Donald J","Environmental Protection Agency","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"673","A Strong Case Against a Pesticide Does Not Faze E.P.A. Under Trump","https://www.nytimes.com/2017/05/15/health/pesticides-epa-chlorpyrifos-scott-pruitt.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/15/health/pesticides-epa-chlorpyrifos-scott-pruitt.html","#NA","#NA","Chlorpyrifos is still on the market as an agricultural pesticide, routinely sprayed on common crops like apples, oranges, strawberries and broccoli.","Gerry Broome/Associated Press","For decades, scientists have warned of mounting evidence that exposure to chlorpyrifos may threaten children’s development.","RONI CARYN RABIN","Wed, 17 May 2017 23:01:00 GMT","Pesticides","Chemicals","Hazardous and Toxic Substances","Regulation and Deregulation of Industry","Environmental Protection Agency","Pruitt, Scott","Chlorpyrifos","Trump, Donald J","Columbia University","Dow Chemical Company","Children and Childhood","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"674","Math Champion Wins With Answer About Pecking Chicks","https://www.nytimes.com/2017/05/15/us/math-counts-national-competition.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/15/us/math-counts-national-competition.html","#NA","#NA","Luke Robitaille, 13, of Texas, won the Raytheon Mathcounts National Competition on Monday.","Raytheon","A 13-year-old boy from Texas took less than a second to answer the word problem in the Raytheon Mathcounts National Competition.","CHRISTOPHER MELE","Mon, 15 May 2017 18:02:51 GMT","Mathematics","Contests and Prizes","Mathcounts","Scholarships and Fellowships","Robitaille, Luke","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"675","When the Immune System Thwarts Lifesaving Drugs","https://www.nytimes.com/2017/05/15/health/immune-system-drugs-monoclonal-antibodies.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/15/health/immune-system-drugs-monoclonal-antibodies.html","#NA","#NA","Magglio Boscarino, who has the genetic disorder Pompe disease, with his mother Becka at home, above, and at school.","Max Whittaker for The New York Times","Patients often produce antibodies to the very treatments keeping them alive, sometimes to disastrous effect. The search for solutions is just beginning.","GINA KOLATA","Mon, 15 May 2017 17:05:59 GMT","Antibodies","Pompe Disease","Immune System","Drugs (Pharmaceuticals)","Gout","New England Journal of Medicine","Ridker, Paul M","Pfizer Inc","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"676","Global Health: How a Tsunami in Japan Endangered Children in Cambodia","https://www.nytimes.com/2017/05/15/health/tsunami-japan-cambodia-iodine-defiency.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/15/health/tsunami-japan-cambodia-iodine-defiency.html","#NA","#NA","Salt producers in Cambodia’s Kampot province. The country’s soils are naturally low in iodine and it has long struggled with iodine deficiency.","Arnaud Laillou/Unicef Cambodia","The catastrophe set off an unexpected shortage of iodine, leaving children in faraway countries vulnerable to cognitive deficits.","DONALD G. McNEIL Jr.","Mon, 15 May 2017 16:13:48 GMT","Iodine","Salt","Japan Earthquake and Tsunami (2011)","Thyroid Gland","Cambodia","Japan","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"677","How Bees Freshen Up","https://www.nytimes.com/video/science/100000005089002/how-bees-freshen-up.html?partner=rss&emc=rss","https://www.nytimes.com/video/science/100000005089002/how-bees-freshen-up.html","#NA","#NA","#NA","#NA","Research shows how honeybees use their hairy legs to clear pollen from their hairy eyes.","#NA","Mon, 15 May 2017 14:00:28 GMT","Bees","Biology and Biochemistry","Hair","Eyes and Eyesight","Research","Pollen","Gorman, James","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"678","Q&A: Invaders From the New World","https://www.nytimes.com/2017/05/15/science/invasive-species-north-america-europe.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/15/science/invasive-species-north-america-europe.html","#NA","#NA","#NA","Victoria Roberts","Several animal and plant species native to North America are considered invaders elsewhere, but on the whole North America has more imports than exports.","C. CLAIBORNE RAY","Mon, 15 May 2017 13:56:14 GMT","Invasive Species","North America","Squirrels","Europe","Global Ecology and Biogeography (Journal)","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"679","What You Need to Know if You Have Breast Implants","https://www.nytimes.com/2017/05/14/health/what-you-need-to-know-if-you-have-breast-implants.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/14/health/what-you-need-to-know-if-you-have-breast-implants.html","#NA","#NA","Nearly all the cases of lymphoma have been linked to textured implants like the one shown here.","Southern Illinois University/Science Source","There is no need to remove implants if you have no problems, but if you have swelling, fluid buildup, lumps or asymmetry you should see a doctor.","DENISE GRADY","Sun, 14 May 2017 15:14:30 GMT","Implants","Breasts","Non-Hodgkin's Lymphoma","Surgery and Surgeons","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"680","A Shocking Diagnosis: Breast Implants ‘Gave Me Cancer’","https://www.nytimes.com/2017/05/14/health/breast-implants-cancer.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/14/health/breast-implants-cancer.html","#NA","#NA","After learning she had breast cancer, Raylene Hollrah of Hermann, Mo., had a double mastectomy. But then cancer struck again — caused by the implants used to rebuild her chest.","Whitney Curtis for The New York Times","A rare cancer of the immune system, linked to implants, has had devastating effects on women, many of whom had reconstructive surgery after breast cancer.","DENISE GRADY","Mon, 15 May 2017 14:56:17 GMT","Implants","Non-Hodgkin's Lymphoma","Allergan Inc","Mentor Worldwide LLC","Immune System","Cancer","Breasts","Plastic Surgery","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"681","Global Health: Candidate to Lead the W.H.O. Accused of Covering Up Epidemics","https://www.nytimes.com/2017/05/13/health/candidate-who-director-general-ethiopia-cholera-outbreaks.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/13/health/candidate-who-director-general-ethiopia-cholera-outbreaks.html","#NA","#NA","Tedros Adhanom Ghebreyesus in 2016. He has been accused of covering up cholera outbreaks by an associate of a rival for World Health Organization director general.","Fabrice Coffrini/Agence France-Presse — Getty Images","As Ethiopia’s health minister, Tedros Adhanom Ghebreyesus ignored cholera outbreaks, a global health expert and adviser to a rival candidate charges.","DONALD G. McNEIL Jr.","Sat, 13 May 2017 22:20:58 GMT","World Health Organization","Tedros Adhanom Ghebreyesus","Nabarro, David","Ethiopia","Cholera","Epidemics","Diarrhea","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"682","Ancient Burial Chamber Uncovered in Egypt, With 17 Mummies ... So Far","https://www.nytimes.com/2017/05/13/world/middleeast/egypt-mummies-burial-site-minya.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/13/world/middleeast/egypt-mummies-burial-site-minya.html","#NA","#NA","#NA","Mohamed Abd El Ghany/Reuters","The remains, which are thought to be more than 1,500 years old, were discovered at a funerary site being excavated by students from Cairo University.","ELI ROSENBERG","Sat, 13 May 2017 22:11:25 GMT","Mummies and Mummification","Egyptian Civilization","Archaeology and Anthropology","Minya (Egypt)","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"683","A Strong Case Against a Pesticide Does Not Faze E.P.A. Under Trump","https://www.nytimes.com/2017/05/15/health/pesticides-epa-chlorpyrifos-scott-pruitt.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/15/health/pesticides-epa-chlorpyrifos-scott-pruitt.html","#NA","#NA","Chlorpyrifos is still on the market as an agricultural pesticide, routinely sprayed on common crops like apples, oranges, strawberries and broccoli.","Gerry Broome/Associated Press","For decades, scientists have warned of mounting evidence that exposure to chlorpyrifos may threaten children’s development.","RONI CARYN RABIN","Wed, 17 May 2017 23:01:00 GMT","Pesticides","Chemicals","Hazardous and Toxic Substances","Regulation and Deregulation of Industry","Environmental Protection Agency","Pruitt, Scott","Chlorpyrifos","Trump, Donald J","Columbia University","Dow Chemical Company","Children and Childhood","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"684","In Win for Environmentalists, Senate Keeps an Obama-Era Climate Change Rule","https://www.nytimes.com/2017/05/10/us/politics/regulations-methane-climate-change.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/10/us/politics/regulations-methane-climate-change.html","#NA","#NA","Senator Lindsey Graham, Republican of South Carolina, broke with his party on Wednesday to help keep a regulation to control the release of methane.","Cliff Owen/Associated Press","Senators voted 51 to 49 to block a measure that would have undone a regulation to control the release of methane from oil and gas wells on public land.","CORAL DAVENPORT","Thu, 11 May 2017 00:30:25 GMT","Methane","Senate","Global Warming","Oil (Petroleum) and Gasoline","Natural Gas","Regulation and Deregulation of Industry","Federal Lands","United States Politics and Government","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"685","E.P.A. Dismisses Members of Major Scientific Review Board","https://www.nytimes.com/2017/05/07/us/politics/epa-dismisses-members-of-major-scientific-review-board.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/07/us/politics/epa-dismisses-members-of-major-scientific-review-board.html","#NA","#NA","Scott Pruitt, left, administrator of the Environmental Protection Agency, with President Trump and a group of coal miners in March as the president signed an executive order that rolled back many climate-change policies.","Stephen Crowley/The New York Times","A spokesman for the agency’s administrator said he would consider replacing the academic scientists with representatives from industries the agency is supposed to regulate.","CORAL DAVENPORT","Mon, 08 May 2017 01:19:54 GMT","Environmental Protection Agency","Appointments and Executive Changes","Regulation and Deregulation of Industry","Trump, Donald J","Hazardous and Toxic Substances","Pruitt, Scott","United States Politics and Government","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"686","By Degrees: A Parable From Down Under for U.S. Climate Scientists","https://www.nytimes.com/2017/05/08/climate/a-parable-from-down-under-for-us-climate-scientists.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/08/climate/a-parable-from-down-under-for-us-climate-scientists.html","#NA","#NA","John Church in Hobart in September 2010. He is known internationally for helping to bring statistical and analytical rigor to longstanding questions about sea level rise.","Peter Boyer","Politics intruded on climate science in Australia. The scientists fought back, led by John Church, a leading world expert on sea level rise.","JUSTIN GILLIS","Mon, 08 May 2017 15:32:58 GMT","Church, John A (1951- )","Australia","Global Warming","Commonwealth Scientific and Industrial Research Organization (Australia)","United States Politics and Government","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"687","The New Threat to Wolves in and Around Yellowstone","https://www.nytimes.com/2017/05/01/science/wolves-hunting-yellowstone-national-park.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/01/science/wolves-hunting-yellowstone-national-park.html","#NA","#NA","A wolf chases magpies and ravens from an elk carcass in Yellowstone National Park in 2016. Since the mid-1990s when 31 wolves were trucked into the park from Canada, their numbers have grown and stabilized.","Jim Peaco","Packs of the animals, once endangered, have flourished, but biologists worry about the effects of renewed hunting outside the national park.","JIM ROBBINS","Mon, 01 May 2017 18:38:46 GMT","Wolves","Hunting and Trapping","Endangered and Extinct Species","Yellowstone National Park","Wyoming","Research","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"688","Mass Die-Off of Whales in Atlantic Is Being Investigated","https://www.nytimes.com/2017/04/27/climate/whales-atlantic-mass-dieoff-noaa.html?partner=rss&emc=rss","https://www.nytimes.com/2017/04/27/climate/whales-atlantic-mass-dieoff-noaa.html","#NA","#NA","Workers inspecting a dead humpback whale that washed up on Rockaway Beach in Queens this month.","Spencer Platt/Getty Images","Officials are seeking the reason for an “unusual mortality event” that has left 41 humpback whales dead since early 2016 from North Carolina to Maine.","TATIANA SCHLOSSBERG","Thu, 27 Apr 2017 17:53:23 GMT","Whales and Whaling","Atlantic Ocean","Endangered and Extinct Species","National Oceanic and Atmospheric Administration","East Coast (US)","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"689","Trillions of Plastic Bits, Swept Up by Current, Are Littering Arctic Waters","https://www.nytimes.com/2017/04/19/climate/arctic-plastics-pollution.html?partner=rss&emc=rss","https://www.nytimes.com/2017/04/19/climate/arctic-plastics-pollution.html","#NA","#NA","A photo collage of plastic fragments found in the Arctic Ocean by the research team. A study published Wednesday shows a major ocean current is carrying trillions of bits of plastic from the North Atlantic to the Greenland and Barents seas, and leaving them there.","Andres Cozar","A new study found that a major ocean current is carrying plastic from the North Atlantic to the Greenland and Barents seas, and leaving it there.","TATIANA SCHLOSSBERG","Wed, 19 Apr 2017 18:00:16 GMT","Arctic Ocean","Water Pollution","Plastics","Oceans and Seas","Arctic Regions","Global Warming","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"690","Climate Change Reroutes a Yukon River in a Geological Instant","https://www.nytimes.com/2017/04/17/science/climate-change-glacier-yukon-river.html?partner=rss&emc=rss","https://www.nytimes.com/2017/04/17/science/climate-change-glacier-yukon-river.html","#NA","#NA","An aerial view of the ice canyon that now carries meltwater from the Kaskawulsh Glacier, on the right, away from the Slims River. “River piracy” refers to one river capturing and diverting the flow of another.","Dan Shugar/University of Washington-Tacoma","Melting water from one of Canada’s largest glaciers used to flow north, to the Bering Sea. Last spring, it reversed course, a case of what scientists call “river piracy.”","JOHN SCHWARTZ","Mon, 17 Apr 2017 15:00:18 GMT","Glaciers","Global Warming","Nature Geoscience (Journal)","University of Washington","Yukon Territory","Canada","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"691","Matter: Antarctic Ice Reveals Earth’s Accelerating Plant Growth","https://www.nytimes.com/2017/04/05/science/carbon-dioxide-plant-growth-antarctic-ice.html?partner=rss&emc=rss","https://www.nytimes.com/2017/04/05/science/carbon-dioxide-plant-growth-antarctic-ice.html","#NA","#NA","A boreal forest in Quebec. A new study suggests the world’s plants capture an extra 28 billion tons of carbon each year.","De Agostini/Getty Images","Scientists compiling a record of the atmosphere based on air trapped in Antarctic ice found that rising carbon dioxide has accelerated plant growth.","CARL ZIMMER","Wed, 05 Apr 2017 17:00:17 GMT","Carbon Dioxide","Greenhouse Gas Emissions","Flowers and Plants","Antarctic Regions","Nature (Journal)","University of California, Merced","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"692","We Might Soon Resurrect Extinct Species. Is It Worth the Cost?","https://www.nytimes.com/2017/03/20/science/revive-restore-extinct-species-dna-mammoth-passenger-pigeon.html?partner=rss&emc=rss","https://www.nytimes.com/2017/03/20/science/revive-restore-extinct-species-dna-mammoth-passenger-pigeon.html","#NA","#NA","An illustration of an extinct rat kangaroo, published in 1825. Researchers recently analyzed the costs and benefits of re-establishing and maintaining 16 species in Australia and New Zealand that went extinct in the last millennium.","Florilegius, via Getty Images","Scientists disagree about whether bringing extinct species back from the dead will result in a net loss of global biodiversity.","STEPH YIN","Mon, 20 Mar 2017 13:35:13 GMT","Endangered and Extinct Species","Genetic Engineering","Conservation of Resources","Biodiversity","Mammoths (Animals)","Pigeons","Nature Ecology & Evolution (Journal)","Bennett, Joseph R","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"693","The Health Issue: The Mystery of the Wasting House-Cats","https://www.nytimes.com/2017/05/16/magazine/the-mystery-of-the-wasting-house-cats.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/16/magazine/the-mystery-of-the-wasting-house-cats.html","#NA","#NA","#NA","Mark Peckmezian for The New York Times","Forty years ago, feline hyperthyroidism was virtually nonexistent. Now it’s an epidemic — and some scientists think a class of everyday chemicals might be to blame.","EMILY ANTHES","Tue, 16 May 2017 09:00:22 GMT","Cats","Animals","Hazardous and Toxic Substances","Thyroid Cancer","Tumors","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"694","The Health Issue: What Animals Taught Me About Being Human","https://www.nytimes.com/2017/05/16/magazine/what-animals-taught-me-about-being-human.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/16/magazine/what-animals-taught-me-about-being-human.html","#NA","#NA","A family photograph of the writer with house sparrows in 1979.","Alisdair Macdonald","Surrounding myself with animals to feel less alone was a mistake: The greatest comfort is in knowing their lives are not about us at all.","HELEN MACDONALD","Tue, 16 May 2017 09:00:02 GMT","Animals","Hawks (Birds)","Philosophy","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"695","The Health Issue: The Genetics of Pooched-Out Pooches","https://www.nytimes.com/2017/05/16/magazine/the-genetics-of-pooched-out-pooches.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/16/magazine/the-genetics-of-pooched-out-pooches.html","#NA","#NA","#NA","Photo illustration by Catherine Ledner for the New York Times. Prop stylist: Jeanne Kelley.","A mutation in some obesity-prone dog breeds might reveal new risk factors for obesity in humans — and perhaps give rise to new drugs.","ROXANNE KHAMSI","Tue, 16 May 2017 09:00:02 GMT","Obesity","Genetics and Heredity","Dogs","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"696","Global Health: How a Tsunami in Japan Endangered Children in Cambodia","https://www.nytimes.com/2017/05/15/health/tsunami-japan-cambodia-iodine-defiency.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/15/health/tsunami-japan-cambodia-iodine-defiency.html","#NA","#NA","Salt producers in Cambodia’s Kampot province. The country’s soils are naturally low in iodine and it has long struggled with iodine deficiency.","Arnaud Laillou/Unicef Cambodia","The catastrophe set off an unexpected shortage of iodine, leaving children in faraway countries vulnerable to cognitive deficits.","DONALD G. McNEIL Jr.","Mon, 15 May 2017 16:13:48 GMT","Iodine","Salt","Japan Earthquake and Tsunami (2011)","Thyroid Gland","Cambodia","Japan","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"697","NASA Denies Trump’s Request to Send Astronauts Past the Moon on New Rocket","https://www.nytimes.com/2017/05/12/science/nasa-trump-request-moon-new-rocket.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/12/science/nasa-trump-request-moon-new-rocket.html","#NA","#NA","The inside of the Space Launch System’s liquid hydrogen tank.","Steve Seipel/NASA","The agency announced that adding astronauts to the mission would have cost $600 million to $900 million and required significantly more work and time.","KENNETH CHANG","Fri, 12 May 2017 23:30:23 GMT","United States Politics and Government","Rocket Science and Propulsion","National Aeronautics and Space Administration","Space and Astronomy","Private Spaceflight","Trump, Donald J","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
"698","Trilobites: The Harmony That Keeps Trappist-1’s 7 Earth-size Worlds From Colliding","https://www.nytimes.com/2017/05/10/science/trappist-earth-size-planets-orbits-music.html?partner=rss&emc=rss","https://www.nytimes.com/2017/05/10/science/trappist-earth-size-planets-orbits-music.html","#NA","#NA","A visualization of the orbits of the seven planets circling the star Trappist-1.","NASA/JPL-Caltech","Astronomers can now explain why the recently discovered Earth-size planets, tightly packed, don’t simply fly apart. And now, you can give it a listen.","KENNETH CHANG","Wed, 10 May 2017 13:00:23 GMT","Planets","Astrophysical Journal Letters","Tamayo, Daniel","University of Toronto","Triaud, Amaury HMJ","Solar System","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA","#NA"
